x0,y0,x1,y1,realSeparation,desiredSeparation,pairHeadingAngle,desiredOrientation,time,frequency
292 , 327 , 320 , 208 , 122.25 , 120.0 , 76.759 , 100.0 , 19.757 , 25.501
292 , 327 , 320 , 209 , 121.277 , 120.0 , 76.651 , 100.0 , 19.775 , 27.447
292 , 327 , 319 , 208 , 122.025 , 120.0 , 77.217 , 100.0 , 19.791 , 25.951
293 , 327 , 318 , 208 , 121.598 , 120.0 , 78.136 , 100.0 , 19.824 , 26.805
292 , 327 , 318 , 208 , 121.807 , 120.0 , 77.675 , 100.0 , 19.84 , 26.386
293 , 327 , 318 , 209 , 120.619 , 120.0 , 78.038 , 100.0 , 19.857 , 28.762
294 , 327 , 318 , 209 , 120.416 , 120.0 , 78.503 , 100.0 , 19.89 , 29.168
294 , 327 , 317 , 209 , 120.221 , 120.0 , 78.97 , 100.0 , 19.908 , 29.559
295 , 327 , 317 , 209 , 120.033 , 120.0 , 79.439 , 100.0 , 19.924 , 29.933
294 , 327 , 317 , 209 , 120.221 , 120.0 , 78.97 , 100.0 , 19.941 , 29.559
294 , 327 , 318 , 209 , 120.416 , 120.0 , 78.503 , 100.0 , 19.957 , 29.168
295 , 328 , 317 , 209 , 121.017 , 120.0 , 79.526 , 100.0 , 19.99 , 27.967
295 , 327 , 316 , 209 , 119.854 , 120.0 , 79.909 , 100.0 , 20.007 , 30.292
295 , 327 , 317 , 209 , 120.033 , 120.0 , 79.439 , 100.0 , 20.04 , 29.933
296 , 327 , 316 , 210 , 118.697 , 120.0 , 80.3 , 100.0 , 20.057 , 32.606
296 , 327 , 315 , 209 , 119.52 , 120.0 , 80.853 , 100.0 , 20.073 , 30.96
296 , 327 , 314 , 209 , 119.365 , 120.0 , 81.327 , 100.0 , 20.125 , 31.27
297 , 328 , 314 , 209 , 120.208 , 120.0 , 81.87 , 100.0 , 20.14 , 29.584
297 , 327 , 315 , 209 , 119.365 , 120.0 , 81.327 , 100.0 , 20.157 , 31.27
297 , 328 , 314 , 209 , 120.208 , 120.0 , 81.87 , 100.0 , 20.19 , 29.584
298 , 327 , 313 , 209 , 118.95 , 120.0 , 82.755 , 100.0 , 20.206 , 32.101
298 , 327 , 313 , 208 , 119.942 , 120.0 , 82.816 , 100.0 , 20.223 , 30.117
298 , 327 , 313 , 209 , 118.95 , 120.0 , 82.755 , 100.0 , 20.256 , 32.101
298 , 328 , 313 , 209 , 119.942 , 120.0 , 82.816 , 100.0 , 20.274 , 30.117
298 , 327 , 313 , 209 , 118.95 , 120.0 , 82.755 , 100.0 , 20.289 , 32.101
299 , 328 , 312 , 209 , 119.708 , 120.0 , 83.766 , 100.0 , 20.307 , 30.584
299 , 328 , 312 , 208 , 120.702 , 120.0 , 83.817 , 100.0 , 20.324 , 28.596
299 , 327 , 312 , 208 , 119.708 , 120.0 , 83.766 , 100.0 , 20.341 , 30.584
299 , 328 , 312 , 209 , 119.708 , 120.0 , 83.766 , 100.0 , 20.357 , 30.584
299 , 328 , 311 , 208 , 120.599 , 120.0 , 84.289 , 100.0 , 20.374 , 28.803
300 , 328 , 311 , 208 , 120.503 , 120.0 , 84.763 , 100.0 , 20.406 , 28.994
299 , 328 , 310 , 208 , 120.503 , 120.0 , 84.763 , 100.0 , 20.423 , 28.994
300 , 328 , 310 , 208 , 120.416 , 120.0 , 85.236 , 100.0 , 20.456 , 29.168
300 , 328 , 309 , 207 , 121.334 , 120.0 , 85.746 , 100.0 , 20.507 , 27.332
300 , 329 , 310 , 207 , 122.409 , 120.0 , 85.314 , 100.0 , 20.524 , 25.182
301 , 329 , 309 , 207 , 122.262 , 120.0 , 86.248 , 100.0 , 20.54 , 25.476
302 , 329 , 308 , 207 , 122.147 , 120.0 , 87.184 , 100.0 , 20.572 , 25.705
301 , 329 , 308 , 206 , 123.199 , 120.0 , 86.743 , 100.0 , 20.59 , 23.602
301 , 329 , 308 , 207 , 122.201 , 120.0 , 86.716 , 100.0 , 20.607 , 25.599
302 , 329 , 307 , 206 , 123.102 , 120.0 , 87.672 , 100.0 , 20.625 , 23.797
303 , 329 , 306 , 206 , 123.037 , 120.0 , 88.603 , 100.0 , 20.656 , 23.927
302 , 329 , 306 , 206 , 123.065 , 120.0 , 88.137 , 100.0 , 20.674 , 23.87
303 , 329 , 306 , 206 , 123.037 , 120.0 , 88.603 , 100.0 , 20.69 , 23.927
304 , 329 , 305 , 207 , 122.004 , 120.0 , 89.53 , 100.0 , 20.706 , 25.992
304 , 330 , 305 , 206 , 124.004 , 120.0 , 89.538 , 100.0 , 20.724 , 21.992
304 , 329 , 305 , 207 , 122.004 , 120.0 , 89.53 , 100.0 , 20.738 , 25.992
305 , 330 , 304 , 207 , 123.004 , 120.0 , 90.466 , 100.0 , 20.789 , 23.992
305 , 329 , 304 , 207 , 122.004 , 120.0 , 90.47 , 100.0 , 20.806 , 25.992
306 , 329 , 304 , 207 , 122.016 , 120.0 , 90.939 , 100.0 , 20.838 , 25.967
306 , 329 , 303 , 207 , 122.037 , 120.0 , 91.409 , 100.0 , 20.872 , 25.926
307 , 329 , 302 , 207 , 122.102 , 120.0 , 92.347 , 100.0 , 20.906 , 25.795
307 , 329 , 302 , 208 , 121.103 , 120.0 , 92.366 , 100.0 , 20.922 , 27.793
307 , 328 , 302 , 208 , 120.104 , 120.0 , 92.386 , 100.0 , 20.939 , 29.792
308 , 329 , 302 , 207 , 122.147 , 120.0 , 92.816 , 100.0 , 20.988 , 25.705
308 , 328 , 301 , 208 , 120.204 , 120.0 , 93.338 , 100.0 , 21.005 , 29.592
308 , 328 , 301 , 207 , 121.202 , 120.0 , 93.311 , 100.0 , 21.023 , 27.595
309 , 328 , 301 , 207 , 121.264 , 120.0 , 93.783 , 100.0 , 21.054 , 27.472
309 , 328 , 301 , 208 , 120.266 , 120.0 , 93.814 , 100.0 , 21.106 , 29.467
309 , 328 , 301 , 207 , 121.264 , 120.0 , 93.783 , 100.0 , 21.122 , 27.472
310 , 328 , 300 , 207 , 121.413 , 120.0 , 94.724 , 100.0 , 21.138 , 27.175
310 , 328 , 299 , 207 , 121.499 , 120.0 , 95.194 , 100.0 , 21.154 , 27.002
311 , 328 , 299 , 207 , 121.594 , 120.0 , 95.664 , 100.0 , 21.171 , 26.813
310 , 328 , 299 , 208 , 120.503 , 120.0 , 95.237 , 100.0 , 21.189 , 28.994
311 , 328 , 299 , 208 , 120.599 , 120.0 , 95.711 , 100.0 , 21.221 , 28.803
311 , 328 , 299 , 207 , 121.594 , 120.0 , 95.664 , 100.0 , 21.253 , 26.813
311 , 329 , 299 , 207 , 122.589 , 120.0 , 95.618 , 100.0 , 21.27 , 24.823
311 , 329 , 298 , 207 , 122.691 , 120.0 , 96.082 , 100.0 , 21.289 , 24.619
312 , 329 , 299 , 207 , 122.691 , 120.0 , 96.082 , 100.0 , 21.304 , 24.619
313 , 329 , 298 , 207 , 122.919 , 120.0 , 97.009 , 100.0 , 21.32 , 24.163
312 , 329 , 297 , 207 , 122.919 , 120.0 , 97.009 , 100.0 , 21.338 , 24.163
313 , 329 , 298 , 207 , 122.919 , 120.0 , 97.009 , 100.0 , 21.354 , 24.163
313 , 328 , 297 , 208 , 121.062 , 120.0 , 97.595 , 100.0 , 21.37 , 27.876
313 , 328 , 296 , 207 , 122.188 , 120.0 , 97.997 , 100.0 , 21.386 , 25.623
313 , 329 , 295 , 207 , 123.321 , 120.0 , 98.393 , 100.0 , 21.436 , -23.359
314 , 328 , 296 , 208 , 121.342 , 120.0 , 98.531 , 100.0 , 21.454 , -27.315
314 , 328 , 295 , 207 , 122.483 , 120.0 , 98.924 , 100.0 , 21.47 , -25.035
314 , 328 , 295 , 208 , 121.495 , 120.0 , 98.997 , 100.0 , 21.486 , -27.01
314 , 329 , 295 , 208 , 122.483 , 120.0 , 98.924 , 100.0 , 21.503 , -25.035
315 , 328 , 294 , 208 , 121.824 , 120.0 , 99.926 , 100.0 , 21.519 , -26.353
315 , 328 , 293 , 209 , 121.017 , 120.0 , 100.474 , 100.0 , 21.554 , -27.967
316 , 329 , 293 , 209 , 122.184 , 120.0 , 100.85 , 100.0 , 21.57 , -25.631
316 , 328 , 292 , 210 , 120.416 , 120.0 , 101.497 , 100.0 , 21.587 , -29.168
317 , 327 , 291 , 210 , 119.854 , 120.0 , 102.529 , 100.0 , 21.619 , -30.292
317 , 327 , 290 , 211 , 119.101 , 120.0 , 103.103 , 100.0 , 21.635 , -31.798
318 , 326 , 289 , 211 , 118.6 , 120.0 , 104.153 , 100.0 , 21.653 , -32.8
319 , 326 , 289 , 210 , 119.817 , 120.0 , 104.5 , 100.0 , 21.669 , -30.367
320 , 326 , 289 , 210 , 120.071 , 120.0 , 104.962 , 100.0 , 21.686 , -29.858
320 , 325 , 289 , 211 , 118.14 , 120.0 , 105.213 , 100.0 , 21.703 , -33.721
321 , 326 , 289 , 211 , 119.369 , 120.0 , 105.55 , 100.0 , 21.724 , -31.262
321 , 325 , 289 , 212 , 117.444 , 120.0 , 105.811 , 100.0 , 21.737 , -35.113
322 , 325 , 288 , 212 , 118.004 , 120.0 , 106.746 , 100.0 , 21.753 , -33.992
323 , 324 , 287 , 212 , 117.644 , 120.0 , 107.819 , 100.0 , 21.771 , -34.713
323 , 324 , 288 , 213 , 116.387 , 120.0 , 107.501 , 100.0 , 21.785 , -37.225
323 , 325 , 287 , 213 , 117.644 , 120.0 , 107.819 , 100.0 , 21.802 , -34.713
323 , 324 , 286 , 214 , 116.056 , 120.0 , 108.591 , 100.0 , 21.819 , -37.888
324 , 323 , 286 , 214 , 115.434 , 120.0 , 109.22 , 100.0 , 21.839 , -39.132
324 , 323 , 285 , 214 , 115.767 , 120.0 , 109.687 , 100.0 , 21.854 , -38.466
325 , 323 , 285 , 214 , 116.108 , 120.0 , 110.152 , 100.0 , 21.869 , -37.785
325 , 322 , 285 , 214 , 115.169 , 120.0 , 110.323 , 100.0 , 21.885 , -39.661
325 , 322 , 285 , 215 , 114.232 , 120.0 , 110.497 , 100.0 , 21.902 , -41.536
326 , 322 , 284 , 215 , 114.948 , 120.0 , 111.431 , 100.0 , 21.918 , -40.104
326 , 322 , 284 , 214 , 115.879 , 120.0 , 111.251 , 100.0 , 21.938 , -38.242
326 , 322 , 284 , 215 , 114.948 , 120.0 , 111.431 , 100.0 , 21.951 , -40.104
327 , 321 , 283 , 215 , 114.769 , 120.0 , 112.543 , 100.0 , 21.969 , -40.461
328 , 321 , 283 , 215 , 115.156 , 120.0 , 113.003 , 100.0 , 21.986 , -39.687
329 , 321 , 283 , 216 , 114.634 , 120.0 , 113.658 , 100.0 , 22.018 , -40.732
328 , 321 , 282 , 216 , 114.634 , 120.0 , 113.658 , 100.0 , 22.036 , -40.732
330 , 321 , 282 , 216 , 115.451 , 120.0 , 114.567 , 100.0 , 22.051 , -39.097
329 , 321 , 282 , 216 , 115.039 , 120.0 , 114.114 , 100.0 , 22.069 , -39.922
330 , 320 , 281 , 216 , 114.965 , 120.0 , 115.228 , 100.0 , 22.104 , -40.07
330 , 321 , 281 , 216 , 115.871 , 120.0 , 115.017 , 100.0 , 22.135 , -38.259
330 , 321 , 280 , 216 , 116.297 , 120.0 , 115.463 , 100.0 , 22.169 , -37.406
331 , 321 , 280 , 216 , 116.73 , 120.0 , 115.907 , 100.0 , 22.204 , -36.539
332 , 322 , 280 , 216 , 118.068 , 120.0 , 116.131 , 100.0 , 22.252 , -33.864
331 , 322 , 280 , 215 , 118.533 , 120.0 , 115.484 , 100.0 , 22.268 , -32.935
332 , 322 , 280 , 215 , 118.966 , 120.0 , 115.919 , 100.0 , 22.3 , -32.067
331 , 323 , 280 , 215 , 119.436 , 120.0 , 115.278 , 100.0 , 22.319 , -31.128
331 , 323 , 280 , 216 , 118.533 , 120.0 , 115.484 , 100.0 , 22.335 , -32.935
332 , 323 , 279 , 215 , 120.304 , 120.0 , 116.139 , 100.0 , 22.352 , -29.392
331 , 323 , 279 , 214 , 120.768 , 120.0 , 115.504 , 100.0 , 22.369 , -28.463
331 , 323 , 280 , 214 , 120.341 , 120.0 , 115.074 , 100.0 , 22.385 , -29.318
331 , 323 , 279 , 213 , 121.672 , 120.0 , 115.301 , 100.0 , 22.402 , -26.657
332 , 324 , 280 , 213 , 122.577 , 120.0 , 115.102 , 100.0 , 22.418 , -24.847
331 , 324 , 279 , 212 , 123.483 , 120.0 , 114.905 , 100.0 , 22.435 , -23.034
331 , 324 , 280 , 212 , 123.065 , 120.0 , 114.482 , 100.0 , 22.452 , -23.87
331 , 325 , 280 , 212 , 123.976 , 120.0 , 114.291 , 100.0 , 22.467 , -22.048
331 , 325 , 280 , 213 , 123.065 , 120.0 , 114.482 , 100.0 , 22.486 , -23.87
331 , 325 , 280 , 212 , 123.976 , 120.0 , 114.291 , 100.0 , 22.5 , -22.048
331 , 326 , 281 , 212 , 124.483 , 120.0 , 113.682 , 100.0 , 22.533 , -21.034
331 , 325 , 280 , 212 , 123.976 , 120.0 , 114.291 , 100.0 , 22.551 , -22.048
331 , 326 , 280 , 212 , 124.888 , 120.0 , 114.102 , 100.0 , 22.566 , -20.224
330 , 326 , 281 , 212 , 124.085 , 120.0 , 113.259 , 100.0 , 22.584 , -21.831
331 , 326 , 281 , 211 , 125.399 , 120.0 , 113.499 , 100.0 , 22.616 , -19.201
330 , 326 , 281 , 211 , 125.004 , 120.0 , 113.078 , 100.0 , 22.65 , -19.992
331 , 326 , 282 , 211 , 125.004 , 120.0 , 113.078 , 100.0 , 22.678 , -19.992
331 , 326 , 282 , 212 , 124.085 , 120.0 , 113.259 , 100.0 , 22.691 , -21.831
330 , 327 , 282 , 211 , 125.539 , 120.0 , 112.479 , 100.0 , 22.702 , -18.922
331 , 327 , 282 , 212 , 125.004 , 120.0 , 113.078 , 100.0 , 22.734 , -19.992
330 , 327 , 282 , 212 , 124.615 , 120.0 , 112.655 , 100.0 , 22.749 , -20.769
331 , 327 , 282 , 212 , 125.004 , 120.0 , 113.078 , 100.0 , 22.767 , -19.992
331 , 327 , 282 , 211 , 125.925 , 120.0 , 112.9 , 100.0 , 22.783 , -18.151
330 , 327 , 282 , 212 , 124.615 , 120.0 , 112.655 , 100.0 , 22.8 , -20.769
329 , 327 , 283 , 212 , 123.859 , 120.0 , 111.801 , 100.0 , 22.816 , -22.282
330 , 326 , 282 , 212 , 123.693 , 120.0 , 112.834 , 100.0 , 22.835 , -22.614
329 , 327 , 283 , 213 , 122.931 , 120.0 , 111.975 , 100.0 , 22.85 , -24.138
329 , 326 , 283 , 213 , 122.004 , 120.0 , 112.15 , 100.0 , 22.867 , -25.992
329 , 326 , 283 , 214 , 121.078 , 120.0 , 112.329 , 100.0 , 22.915 , -27.843
328 , 325 , 283 , 214 , 119.775 , 120.0 , 112.068 , 100.0 , 22.932 , -30.45
328 , 326 , 284 , 215 , 119.403 , 120.0 , 111.623 , 100.0 , 22.983 , -31.195
328 , 326 , 284 , 214 , 120.333 , 120.0 , 111.448 , 100.0 , 23.032 , -29.334
328 , 326 , 284 , 215 , 119.403 , 120.0 , 111.623 , 100.0 , 23.048 , -31.195
327 , 326 , 284 , 215 , 119.038 , 120.0 , 111.176 , 100.0 , 23.066 , -31.924
327 , 326 , 284 , 214 , 119.971 , 120.0 , 111.003 , 100.0 , 23.098 , -30.058
327 , 326 , 285 , 215 , 118.68 , 120.0 , 110.726 , 100.0 , 23.117 , -32.64
327 , 326 , 284 , 214 , 119.971 , 120.0 , 111.003 , 100.0 , 23.132 , -30.058
327 , 326 , 285 , 214 , 119.616 , 120.0 , 110.556 , 100.0 , 23.149 , -30.768
327 , 326 , 286 , 214 , 119.269 , 120.0 , 110.106 , 100.0 , 23.198 , -31.463
327 , 326 , 285 , 215 , 118.68 , 120.0 , 110.726 , 100.0 , 23.215 , -32.64
327 , 325 , 285 , 215 , 117.745 , 120.0 , 110.898 , 100.0 , 23.231 , -34.509
327 , 325 , 285 , 214 , 118.68 , 120.0 , 110.726 , 100.0 , 23.248 , -32.64
327 , 325 , 285 , 213 , 119.616 , 120.0 , 110.556 , 100.0 , 23.282 , -30.768
327 , 324 , 285 , 213 , 118.68 , 120.0 , 110.726 , 100.0 , 23.298 , -32.64
327 , 324 , 286 , 213 , 118.33 , 120.0 , 110.273 , 100.0 , 23.314 , -33.34
328 , 324 , 286 , 212 , 119.616 , 120.0 , 110.556 , 100.0 , 23.331 , -30.768
327 , 325 , 286 , 213 , 119.269 , 120.0 , 110.106 , 100.0 , 23.347 , -31.463
327 , 324 , 287 , 213 , 117.987 , 120.0 , 109.817 , 100.0 , 23.366 , -34.025
327 , 324 , 287 , 214 , 117.047 , 120.0 , 109.983 , 100.0 , 23.385 , -35.906
327 , 324 , 286 , 213 , 118.33 , 120.0 , 110.273 , 100.0 , 23.431 , -33.34
328 , 325 , 287 , 213 , 119.269 , 120.0 , 110.106 , 100.0 , 23.466 , -31.463
327 , 324 , 287 , 213 , 117.987 , 120.0 , 109.817 , 100.0 , 23.484 , -34.025
327 , 325 , 287 , 213 , 118.929 , 120.0 , 109.654 , 100.0 , 23.497 , -32.143
328 , 325 , 287 , 213 , 119.269 , 120.0 , 110.106 , 100.0 , 23.515 , -31.463
327 , 325 , 288 , 213 , 118.596 , 120.0 , 109.199 , 100.0 , 23.53 , -32.808
327 , 325 , 288 , 212 , 119.541 , 120.0 , 109.041 , 100.0 , 23.547 , -30.918
326 , 326 , 288 , 213 , 119.218 , 120.0 , 108.587 , 100.0 , 23.568 , -31.563
326 , 325 , 289 , 213 , 117.953 , 120.0 , 108.281 , 100.0 , 23.58 , -34.093
326 , 325 , 289 , 212 , 118.903 , 120.0 , 108.13 , 100.0 , 23.597 , -32.193
326 , 326 , 289 , 212 , 119.854 , 120.0 , 107.981 , 100.0 , 23.63 , -30.292
326 , 325 , 289 , 212 , 118.903 , 120.0 , 108.13 , 100.0 , 23.648 , -32.193
326 , 325 , 290 , 212 , 118.596 , 120.0 , 107.671 , 100.0 , 23.665 , -32.808
325 , 325 , 290 , 211 , 119.252 , 120.0 , 107.067 , 100.0 , 23.68 , -31.496
325 , 326 , 290 , 211 , 120.208 , 120.0 , 106.928 , 100.0 , 23.713 , -29.584
325 , 325 , 290 , 212 , 118.296 , 120.0 , 107.21 , 100.0 , 23.731 , -33.408
324 , 326 , 290 , 212 , 118.962 , 120.0 , 106.607 , 100.0 , 23.763 , -32.076
325 , 326 , 290 , 212 , 119.252 , 120.0 , 107.067 , 100.0 , 23.78 , -31.496
324 , 325 , 290 , 212 , 118.004 , 120.0 , 106.746 , 100.0 , 23.796 , -33.992
324 , 326 , 291 , 211 , 119.641 , 120.0 , 106.011 , 100.0 , 23.813 , -30.718
323 , 326 , 291 , 212 , 118.406 , 120.0 , 105.68 , 100.0 , 23.834 , -33.188
323 , 326 , 292 , 212 , 118.14 , 120.0 , 105.213 , 100.0 , 23.846 , -33.721
323 , 326 , 292 , 211 , 119.105 , 120.0 , 105.086 , 100.0 , 23.863 , -31.79
323 , 326 , 293 , 211 , 118.849 , 120.0 , 104.621 , 100.0 , 23.936 , -32.303
322 , 326 , 293 , 211 , 118.6 , 120.0 , 104.153 , 100.0 , 23.963 , -32.8
323 , 327 , 293 , 211 , 119.817 , 120.0 , 104.5 , 100.0 , 23.982 , -30.367
322 , 327 , 293 , 211 , 119.57 , 120.0 , 104.036 , 100.0 , 23.996 , -30.86
322 , 326 , 293 , 211 , 118.6 , 120.0 , 104.153 , 100.0 , 24.014 , -32.8
323 , 327 , 293 , 211 , 119.817 , 120.0 , 104.5 , 100.0 , 24.031 , -30.367
322 , 327 , 294 , 211 , 119.331 , 120.0 , 103.57 , 100.0 , 24.048 , -31.337
321 , 327 , 294 , 210 , 120.075 , 120.0 , 102.995 , 100.0 , 24.064 , -29.85
321 , 327 , 293 , 210 , 120.304 , 120.0 , 103.459 , 100.0 , 24.079 , -29.392
321 , 327 , 294 , 210 , 120.075 , 120.0 , 102.995 , 100.0 , 24.096 , -29.85
321 , 328 , 294 , 209 , 122.025 , 120.0 , 102.783 , 100.0 , 24.115 , -25.951
320 , 328 , 294 , 209 , 121.807 , 120.0 , 102.325 , 100.0 , 24.129 , -26.386
319 , 328 , 294 , 209 , 121.598 , 120.0 , 101.864 , 100.0 , 24.179 , 26.805
319 , 328 , 294 , 208 , 122.577 , 120.0 , 101.768 , 100.0 , 24.196 , 24.847
319 , 329 , 295 , 209 , 122.376 , 120.0 , 101.31 , 100.0 , 24.245 , 25.247
318 , 328 , 295 , 208 , 122.184 , 120.0 , 100.85 , 100.0 , 24.262 , 25.631
317 , 329 , 295 , 208 , 122.984 , 120.0 , 100.305 , 100.0 , 24.279 , 24.033
317 , 328 , 295 , 208 , 122.0 , 120.0 , 100.389 , 100.0 , 24.301 , 26.0
317 , 329 , 296 , 208 , 122.809 , 120.0 , 99.846 , 100.0 , 24.313 , 24.382
316 , 328 , 296 , 208 , 121.655 , 120.0 , 99.462 , 100.0 , 24.329 , 26.689
315 , 328 , 297 , 208 , 121.342 , 120.0 , 98.531 , 100.0 , 24.345 , 27.315
315 , 328 , 297 , 207 , 122.332 , 120.0 , 98.461 , 100.0 , 24.362 , 25.337
315 , 328 , 298 , 208 , 121.198 , 120.0 , 98.063 , 100.0 , 24.379 , 27.604
314 , 328 , 297 , 207 , 122.188 , 120.0 , 97.997 , 100.0 , 24.396 , 25.623
313 , 328 , 298 , 207 , 121.926 , 120.0 , 97.067 , 100.0 , 24.411 , 26.148
313 , 329 , 299 , 208 , 121.807 , 120.0 , 96.6 , 100.0 , 24.429 , 26.386
312 , 328 , 299 , 207 , 121.696 , 120.0 , 96.132 , 100.0 , 24.445 , 26.607
312 , 328 , 300 , 208 , 120.599 , 120.0 , 95.711 , 100.0 , 24.461 , 28.803
311 , 327 , 300 , 208 , 119.507 , 120.0 , 95.281 , 100.0 , 24.478 , 30.985
310 , 328 , 301 , 209 , 119.34 , 120.0 , 94.325 , 100.0 , 24.494 , 31.32
309 , 328 , 302 , 209 , 119.206 , 120.0 , 93.366 , 100.0 , 24.511 , 31.589
309 , 327 , 302 , 209 , 118.207 , 120.0 , 93.395 , 100.0 , 24.528 , 33.585
309 , 328 , 303 , 209 , 119.151 , 120.0 , 92.886 , 100.0 , 24.544 , 31.698
308 , 327 , 303 , 209 , 118.106 , 120.0 , 92.426 , 100.0 , 24.561 , 33.788
307 , 328 , 304 , 209 , 119.038 , 120.0 , 91.444 , 100.0 , 24.578 , 31.924
307 , 327 , 305 , 210 , 117.017 , 120.0 , 90.979 , 100.0 , 24.594 , 35.966
306 , 327 , 305 , 210 , 117.004 , 120.0 , 90.49 , 100.0 , 24.611 , 35.991
305 , 327 , 307 , 211 , 116.017 , 120.0 , 89.012 , 100.0 , 24.647 , 37.966
305 , 328 , 306 , 210 , 118.004 , 120.0 , 89.514 , 100.0 , 24.661 , 33.992
305 , 328 , 307 , 210 , 118.017 , 120.0 , 89.029 , 100.0 , 24.679 , 33.966
305 , 327 , 307 , 210 , 117.017 , 120.0 , 89.021 , 100.0 , 24.711 , 35.966
304 , 327 , 308 , 210 , 117.068 , 120.0 , 88.042 , 100.0 , 24.729 , 35.863
304 , 328 , 309 , 210 , 118.106 , 120.0 , 87.574 , 100.0 , 24.761 , 33.788
304 , 327 , 309 , 210 , 117.107 , 120.0 , 87.553 , 100.0 , 24.779 , 35.786
304 , 326 , 309 , 210 , 116.108 , 120.0 , 87.532 , 100.0 , 24.794 , 37.785
303 , 326 , 310 , 209 , 117.209 , 120.0 , 86.576 , 100.0 , 24.811 , 35.582
302 , 326 , 310 , 208 , 118.271 , 120.0 , 86.121 , 100.0 , 24.828 , 33.458
301 , 326 , 310 , 208 , 118.343 , 120.0 , 85.638 , 100.0 , 24.861 , 33.315
301 , 325 , 310 , 208 , 117.346 , 120.0 , 85.601 , 100.0 , 24.877 , 35.309
300 , 326 , 310 , 208 , 118.423 , 120.0 , 85.156 , 100.0 , 24.893 , 33.154
300 , 326 , 311 , 208 , 118.512 , 120.0 , 84.674 , 100.0 , 24.911 , 32.977
299 , 326 , 310 , 208 , 118.512 , 120.0 , 84.674 , 100.0 , 24.927 , 32.977
299 , 327 , 310 , 208 , 119.507 , 120.0 , 84.719 , 100.0 , 24.943 , 30.985
298 , 327 , 311 , 207 , 120.702 , 120.0 , 83.817 , 100.0 , 24.96 , 28.596
298 , 328 , 311 , 208 , 120.702 , 120.0 , 83.817 , 100.0 , 24.976 , 28.596
299 , 328 , 311 , 207 , 121.594 , 120.0 , 84.336 , 100.0 , 24.995 , 26.813
299 , 328 , 312 , 207 , 121.696 , 120.0 , 83.868 , 100.0 , 25.026 , 26.607
299 , 328 , 311 , 207 , 121.594 , 120.0 , 84.336 , 100.0 , 25.043 , 26.813
298 , 328 , 311 , 206 , 122.691 , 120.0 , 83.918 , 100.0 , 25.06 , 24.619
298 , 329 , 311 , 206 , 123.685 , 120.0 , 83.967 , 100.0 , 25.077 , 22.63
298 , 329 , 311 , 205 , 124.68 , 120.0 , 84.015 , 100.0 , 25.093 , 20.641
298 , 330 , 311 , 205 , 125.674 , 120.0 , 84.063 , 100.0 , 25.113 , 18.652
297 , 330 , 311 , 205 , 125.782 , 120.0 , 83.61 , 100.0 , 25.126 , 18.437
298 , 330 , 311 , 205 , 125.674 , 120.0 , 84.063 , 100.0 , 25.145 , 18.652
298 , 331 , 311 , 205 , 126.669 , 120.0 , 84.109 , 100.0 , 25.193 , 16.662
298 , 331 , 311 , 206 , 125.674 , 120.0 , 84.063 , 100.0 , 25.21 , 18.652
298 , 331 , 311 , 205 , 126.669 , 120.0 , 84.109 , 100.0 , 25.226 , 16.662
299 , 331 , 310 , 205 , 126.479 , 120.0 , 85.011 , 100.0 , 25.259 , 17.042
299 , 332 , 311 , 205 , 127.566 , 120.0 , 84.602 , 100.0 , 25.294 , 14.869
299 , 332 , 310 , 205 , 127.475 , 120.0 , 85.05 , 100.0 , 25.31 , 15.049
299 , 332 , 311 , 205 , 127.566 , 120.0 , 84.602 , 100.0 , 25.343 , 14.869
300 , 332 , 310 , 205 , 127.393 , 120.0 , 85.498 , 100.0 , 25.36 , 15.214
300 , 331 , 310 , 205 , 126.396 , 120.0 , 85.462 , 100.0 , 25.376 , 17.208
300 , 331 , 310 , 204 , 127.393 , 120.0 , 85.498 , 100.0 , 25.41 , 15.214
301 , 331 , 309 , 204 , 127.252 , 120.0 , 86.396 , 100.0 , 25.427 , 15.497
301 , 331 , 309 , 205 , 126.254 , 120.0 , 86.367 , 100.0 , 25.492 , 17.493
301 , 330 , 309 , 205 , 125.256 , 120.0 , 86.338 , 100.0 , 25.508 , 19.489
302 , 330 , 309 , 205 , 125.196 , 120.0 , 86.795 , 100.0 , 25.561 , 19.608
301 , 330 , 310 , 205 , 125.324 , 120.0 , 85.882 , 100.0 , 25.575 , 19.353
301 , 330 , 309 , 206 , 124.258 , 120.0 , 86.309 , 100.0 , 25.591 , 21.484
301 , 330 , 309 , 205 , 125.256 , 120.0 , 86.338 , 100.0 , 25.609 , 19.489
302 , 330 , 309 , 206 , 124.197 , 120.0 , 86.769 , 100.0 , 25.625 , 21.605
302 , 330 , 308 , 205 , 125.144 , 120.0 , 87.252 , 100.0 , 25.642 , 19.712
302 , 330 , 309 , 205 , 125.196 , 120.0 , 86.795 , 100.0 , 25.658 , 19.608
302 , 330 , 308 , 205 , 125.144 , 120.0 , 87.252 , 100.0 , 25.676 , 19.712
302 , 329 , 309 , 205 , 124.197 , 120.0 , 86.769 , 100.0 , 25.692 , 21.605
302 , 329 , 309 , 206 , 123.199 , 120.0 , 86.743 , 100.0 , 25.711 , 23.602
302 , 329 , 308 , 206 , 123.146 , 120.0 , 87.207 , 100.0 , 25.725 , 23.707
303 , 329 , 308 , 207 , 122.102 , 120.0 , 87.653 , 100.0 , 25.758 , 25.795
