231 , 269 , 412 , 269 , 181.0 , 0.0 , 0.0
Subthread is terminated.
230 , 269 , 412 , 269 , 182.0 , 0.0 , 0.02
230 , 269 , 412 , 268 , 182.003 , 0.315 , 0.028
230 , 269 , 412 , 269 , 182.0 , 0.0 , 0.037
230 , 268 , 412 , 269 , 182.003 , -0.315 , 0.083
230 , 268 , 413 , 269 , 183.003 , -0.313 , 0.128
230 , 268 , 412 , 269 , 182.003 , -0.315 , 0.143
230 , 268 , 413 , 269 , 183.003 , -0.313 , 0.172
231 , 268 , 412 , 269 , 181.003 , -0.317 , 0.202
230 , 268 , 412 , 269 , 182.003 , -0.315 , 0.22
231 , 268 , 413 , 269 , 182.003 , -0.315 , 0.233
230 , 268 , 412 , 269 , 182.003 , -0.315 , 0.247
231 , 268 , 413 , 269 , 182.003 , -0.315 , 0.262
230 , 268 , 412 , 269 , 182.003 , -0.315 , 0.277
231 , 268 , 412 , 269 , 181.003 , -0.317 , 0.293
231 , 267 , 412 , 269 , 181.011 , -0.633 , 0.307
231 , 268 , 413 , 269 , 182.003 , -0.315 , 0.324
231 , 267 , 412 , 269 , 181.011 , -0.633 , 0.338
231 , 268 , 412 , 269 , 181.003 , -0.317 , 0.353
231 , 267 , 412 , 269 , 181.011 , -0.633 , 0.369
231 , 268 , 412 , 269 , 181.003 , -0.317 , 0.384
231 , 267 , 412 , 269 , 181.011 , -0.633 , 0.398
231 , 267 , 412 , 270 , 181.025 , -0.95 , 0.429
231 , 268 , 412 , 269 , 181.003 , -0.317 , 0.443
231 , 268 , 412 , 270 , 181.011 , -0.633 , 0.459
231 , 267 , 411 , 269 , 180.011 , -0.637 , 0.477
231 , 267 , 412 , 270 , 181.025 , -0.95 , 0.488
231 , 268 , 412 , 270 , 181.011 , -0.633 , 0.519
231 , 267 , 412 , 270 , 181.025 , -0.95 , 0.533
231 , 268 , 412 , 270 , 181.011 , -0.633 , 0.551
232 , 268 , 412 , 270 , 180.011 , -0.637 , 0.564
231 , 268 , 412 , 270 , 181.011 , -0.633 , 0.608
232 , 268 , 412 , 270 , 180.011 , -0.637 , 0.628
232 , 267 , 411 , 270 , 179.025 , -0.96 , 0.637
232 , 268 , 412 , 270 , 180.011 , -0.637 , 0.658
232 , 267 , 411 , 270 , 179.025 , -0.96 , 0.668
232 , 268 , 412 , 270 , 180.011 , -0.637 , 0.683
232 , 267 , 411 , 270 , 179.025 , -0.96 , 0.697
232 , 268 , 411 , 270 , 179.011 , -0.64 , 0.714
232 , 267 , 411 , 270 , 179.025 , -0.96 , 0.727
232 , 268 , 412 , 270 , 180.011 , -0.637 , 0.742
232 , 267 , 411 , 270 , 179.025 , -0.96 , 0.758
